0x0		0a
0x7ec		00
0x7ed		00
0x7ee		00
0x7ef		00
0x7f0		00
0x7f1		00
0x7f2		00
0x7f3		00
0x7f4		00
0x7f5		00
0x7f6		00
0x7f7		00
0x7f8		00
0x7f9		00
0x7fa		00
0x7fb		00
0x7fc		00
0x7fd		00
0x7fe		00
0x7ff		00
0x800		00
0x801		00
0x802		00
0x803		00
0x804		00
0x805		00
0x806		00
0x807		00
0x808		00
0x809		00
0x80a		00
0x80b		00
0x80c		00
0x80d		00
0x80e		00
0x80f		00
0x810		00
0x811		00
0x812		00
0x813		00
0x814		00
0x815		00
0x816		00
0x817		00
0x818		00
0x819		00
0x81a		00
0x81b		00
0x81c		00
0x81d		00
0x81e		00
0x81f		00
0x820		00
0x821		00
0x822		00
0x823		00
0x824		00
0x825		00
0x826		00
0x827		00
0x828		00
0x829		00
0x82a		00
0x82b		00
0x82c		00
0x82d		00
0x82e		00
0x82f		00
0x830		00
0x831		00
0x832		00
0x833		00
0x834		00
0x835		00
0x836		00
0x837		00
0x838		00
0x839		00
0x83a		00
0x83b		00
0x83c		00
0x83d		00
0x83e		00
0x83f		00
0x840		00
0x841		00
0x842		00
0x843		00
0x844		00
0x845		00
0x846		00
0x847		00
0x848		00
0x849		00
0x84a		00
0x84b		00
0x84c		00
0x84d		00
0x84e		00
0x84f		00
0x850		00
0x851		00
0x852		00
0x853		00
0x854		00
0x855		00
0x856		00
0x857		00
0x858		00
0x859		00
0x85a		00
0x85b		00
0x85c		00
0x85d		00
0x85e		00
0x85f		00
0x860		00
0x861		00
0x862		00
0x863		00
0x864		00
0x865		00
0x866		00
0x867		00
0x868		00
0x869		00
0x86a		00
0x86b		00
0x86c		00
0x86d		00
0x86e		00
0x86f		00
0x870		00
0x871		00
0x872		00
0x873		00
0x874		00
0x875		00
0x876		00
0x877		00
0x878		00
0x879		00
0x87a		00
0x87b		00
0x87c		00
0x87d		00
0x87e		00
0x87f		00
0x880		00
0x881		00
0x882		00
0x883		00
0x884		00
0x885		00
0x886		00
0x887		00
0x888		00
0x889		00
0x88a		00
0x88b		00
0x88c		00
0x88d		00
0x88e		00
0x88f		00
0x890		00
0x891		00
0x892		00
0x893		00
0x894		00
0x895		00
0x896		00
0x897		00
0x898		00
0x899		00
0x89a		00
0x89b		00
0x89c		00
0x89d		00
0x89e		00
0x89f		00
0x8a0		00
0x8a1		00
0x8a2		00
0x8a3		00
0x8a4		00
0x8a5		00
0x8a6		00
0x8a7		00
0x8a8		00
0x8a9		00
0x8aa		00
0x8ab		00
0x8ac		00
0x8ad		00
0x8ae		00
0x8af		00
0x8b0		00
0x8b1		00
0x8b2		00
0x8b3		00
0x8b4		00
0x8b5		00
0x8b6		00
0x8b7		00
0x8b8		00
0x8b9		00
0x8ba		00
0x8bb		00
0x8bc		00
0x8bd		00
0x8be		00
0x8bf		00
0x8c0		00
0x8c1		00
0x8c2		00
0x8c3		00
0x8c4		00
0x8c5		00
0x8c6		00
0x8c7		00
0x8c8		00
0x8c9		00
0x8ca		00
0x8cb		00
0x8cc		00
0x8cd		00
0x8ce		00
0x8cf		00
0x8d0		00
0x8d1		00
0x8d2		00
0x8d3		00
0x8d4		00
0x8d5		00
0x8d6		00
0x8d7		00
0x8d8		00
0x8d9		00
0x8da		00
0x8db		00
0x8dc		00
0x8dd		00
0x8de		00
0x8df		00
0x8e0		00
0x8e1		00
0x8e2		00
0x8e3		00
0x8e4		00
0x8e5		00
0x8e6		00
0x8e7		00
0x8e8		00
0x8e9		00
0x8ea		00
0x8eb		00
0x8ec		00
0x8ed		00
0x8ee		00
0x8ef		00
0x8f0		00
0x8f1		00
0x8f2		00
0x8f3		00
0x8f4		00
0x8f5		00
0x8f6		00
0x8f7		00
0x8f8		00
0x8f9		00
0x8fa		00
0x8fb		00
0x8fc		00
0x8fd		00
0x8fe		00
0x8ff		00
0x900		00
0x901		00
0x902		00
0x903		00
0x904		00
0x905		00
0x906		00
0x907		00
0x908		00
0x909		00
0x90a		00
0x90b		00
0x90c		00
0x90d		00
0x90e		00
0x90f		00
0x910		00
0x911		00
0x912		00
0x913		00
0x914		00
0x915		00
0x916		00
0x917		00
0x918		00
0x919		00
0x91a		00
0x91b		00
0x91c		00
0x91d		00
0x91e		00
0x91f		00
0x920		00
0x921		00
0x922		00
0x923		00
0x924		00
0x925		00
0x926		00
0x927		00
0x928		00
0x929		00
0x92a		00
0x92b		00
0x92c		00
0x92d		00
0x92e		00
0x92f		00
0x930		00
0x931		00
0x932		00
0x933		00
0x934		00
0x935		00
0x936		00
0x937		00
0x938		00
0x939		00
0x93a		00
0x93b		00
0x93c		00
0x93d		00
0x93e		00
0x93f		00
0x940		00
0x941		00
0x942		00
0x943		00
0x944		00
0x945		00
0x946		00
0x947		00
0x948		00
0x949		00
0x94a		00
0x94b		00
0x94c		00
0x94d		00
0x94e		00
0x94f		00
0x950		00
0x951		00
0x952		00
0x953		00
0x954		00
0x955		00
0x956		00
0x957		00
0x958		00
0x959		00
0x95a		00
0x95b		00
0x95c		00
0x95d		00
0x95e		00
0x95f		00
0x960		00
0x961		00
0x962		00
0x963		00
0x964		00
0x965		00
0x966		00
0x967		00
0x968		00
0x969		00
0x96a		00
0x96b		00
0x96c		00
0x96d		00
0x96e		00
0x96f		00
0x970		00
0x971		00
0x972		00
0x973		00
0x974		00
0x975		00
0x976		00
0x977		00
0x978		00
0x979		00
0x97a		00
0x97b		00
0x97c		00
0x97d		00
0x97e		00
0x97f		00
0x980		00
0x981		00
0x982		00
0x983		00
0x984		00
0x985		00
0x986		00
0x987		00
0x988		00
0x989		00
0x98a		00
0x98b		00
0x98c		00
0x98d		00
0x98e		00
0x98f		00
0x990		00
0x991		00
0x992		00
0x993		00
0x994		00
0x995		00
0x996		00
0x997		00
0x998		00
0x999		00
0x99a		00
0x99b		00
0x99c		00
0x99d		00
0x99e		00
0x99f		00
0x9a0		00
0x9a1		00
0x9a2		00
0x9a3		00
0x9a4		00
0x9a5		00
0x9a6		00
0x9a7		00
0x9a8		00
0x9a9		00
0x9aa		00
0x9ab		00
0x9ac		00
0x9ad		00
0x9ae		00
0x9af		00
0x9b0		00
0x9b1		00
0x9b2		00
0x9b3		00
0x9b4		00
0x9b5		00
0x9b6		00
0x9b7		00
0x9b8		00
0x9b9		00
0x9ba		00
0x9bb		00
0x9bc		00
0x9bd		00
0x9be		00
0x9bf		00
0x9c0		00
0x9c1		00
0x9c2		00
0x9c3		00
0x9c4		00
0x9c5		00
0x9c6		00
0x9c7		00
0x9c8		00
0x9c9		00
0x9ca		00
0x9cb		00
0x9cc		00
0x9cd		00
0x9ce		00
0x9cf		00
0x9d0		00
0x9d1		00
0x9d2		00
0x9d3		00
0x9d4		00
0x9d5		00
0x9d6		00
0x9d7		00
0x9d8		00
0x9d9		00
0x9da		00
0x9db		00
0x9dc		00
0x9dd		00
0x9de		00
0x9df		00
0x9e0		00
0x9e1		00
0x9e2		00
0x9e3		00
0x9e4		00
0x9e5		00
0x9e6		00
0x9e7		00
0x9e8		00
0x9e9		00
0x9ea		00
0x9eb		00
0x9ec		00
0x9ed		00
0x9ee		00
0x9ef		00
0x9f0		00
0x9f1		00
0x9f2		00
0x9f3		00
0x9f4		00
0x9f5		00
0x9f6		00
0x9f7		00
0x9f8		00
0x9f9		00
0x9fa		00
0x9fb		00
0x9fc		00
0x9fd		00
0x9fe		00
0x9ff		00
0xa00		00
0xa01		00
0xa02		00
0xa03		00
0xa04		00
0xa05		00
0xa06		00
0xa07		00
0xa08		00
0xa09		00
0xa0a		00
0xa0b		00
0xa0c		00
0xa0d		00
0xa0e		00
0xa0f		00
0xa10		00
0xa11		00
0xa12		00
0xa13		00
0xa14		00
0xa15		00
0xa16		00
0xa17		00
0xa18		00
0xa19		00
0xa1a		00
0xa1b		00
0xa1c		00
0xa1d		00
0xa1e		00
0xa1f		00
0xa20		00
0xa21		00
0xa22		00
0xa23		00
0xa24		00
0xa25		00
0xa26		00
0xa27		00
0xa28		00
0xa29		00
0xa2a		00
0xa2b		00
0xa2c		00
0xa2d		00
0xa2e		00
0xa2f		00
0xa30		00
0xa31		00
0xa32		00
0xa33		00
0xa34		00
0xa35		00
0xa36		00
0xa37		00
0xa38		00
0xa39		00
0xa3a		00
0xa3b		00
0xa3c		00
0xa3d		00
0xa3e		00
0xa3f		00
0xa40		00
0xa41		00
0xa42		00
0xa43		00
0xa44		00
0xa45		00
0xa46		00
0xa47		00
0xa48		00
0xa49		00
0xa4a		00
0xa4b		00
0xa4c		00
0xa4d		00
0xa4e		00
0xa4f		00
0xa50		00
0xa51		00
0xa52		00
0xa53		00
0xa54		00
0xa55		00
0xa56		00
0xa57		00
0xa58		00
0xa59		00
0xa5a		00
0xa5b		00
0xa5c		00
0xa5d		00
0xa5e		00
0xa5f		00
0xa60		00
0xa61		00
0xa62		00
0xa63		00
0xa64		00
0xa65		00
0xa66		00
0xa67		00
0xa68		00
0xa69		00
0xa6a		00
0xa6b		00
0xa6c		00
0xa6d		00
0xa6e		00
0xa6f		00
0xa70		00
0xa71		00
0xa72		00
0xa73		00
0xa74		00
0xa75		00
0xa76		00
0xa77		00
0xa78		00
0xa79		00
0xa7a		00
0xa7b		00
0xa7c		00
0xa7d		00
0xa7e		00
0xa7f		00
0xa80		00
0xa81		00
0xa82		00
0xa83		00
0xa84		00
0xa85		00
0xa86		00
0xa87		00
0xa88		00
0xa89		00
0xa8a		00
0xa8b		00
0xa8c		00
0xa8d		00
0xa8e		00
0xa8f		00
0xa90		00
0xa91		00
0xa92		00
0xa93		00
0xa94		00
0xa95		00
0xa96		00
0xa97		00
0xa98		00
0xa99		00
0xa9a		00
0xa9b		00
0xa9c		00
0xa9d		00
0xa9e		00
0xa9f		00
0xaa0		00
0xaa1		00
0xaa2		00
0xaa3		00
0xaa4		00
0xaa5		00
0xaa6		00
0xaa7		00
0xaa8		00
0xaa9		00
0xaaa		00
0xaab		00
0xaac		00
0xaad		00
0xaae		00
0xaaf		00
0xab0		00
0xab1		00
0xab2		00
0xab3		00
0xab4		00
0xab5		00
0xab6		00
0xab7		00
0xab8		00
0xab9		00
0xaba		00
0xabb		00
0xabc		00
0xabd		00
0xabe		00
0xabf		00
0xac0		00
0xac1		00
0xac2		00
0xac3		00
0xac4		00
0xac5		00
0xac6		00
0xac7		00
0xac8		00
0xac9		00
0xaca		00
0xacb		00
0xacc		00
0xacd		00
0xace		00
0xacf		00
0xad0		00
0xad1		00
0xad2		00
0xad3		00
0xad4		00
0xad5		00
0xad6		00
0xad7		00
0xad8		00
0xad9		00
0xada		00
0xadb		00
0xadc		00
0xadd		00
0xade		00
0xadf		00
0xae0		00
0xae1		00
0xae2		00
0xae3		00
0xae4		00
0xae5		00
0xae6		00
0xae7		00
0xae8		00
0xae9		00
0xaea		00
0xaeb		00
0xaec		00
0xaed		00
0xaee		00
0xaef		00
0xaf0		00
0xaf1		00
0xaf2		00
0xaf3		00
0xaf4		00
0xaf5		00
0xaf6		00
0xaf7		00
0xaf8		00
0xaf9		00
0xafa		00
0xafb		00
0xafc		00
0xafd		00
0xafe		00
0xaff		00
0xb00		00
0xb01		00
0xb02		00
0xb03		00
0xb04		00
0xb05		00
0xb06		00
0xb07		00
0xb08		00
0xb09		00
0xb0a		00
0xb0b		00
0xb0c		00
0xb0d		00
0xb0e		00
0xb0f		00
0xb10		00
0xb11		00
0xb12		00
0xb13		00
0xb14		00
0xb15		00
0xb16		00
0xb17		00
0xb18		00
0xb19		00
0xb1a		00
0xb1b		00
0xb1c		00
0xb1d		00
0xb1e		00
0xb1f		00
0xb20		00
0xb21		00
0xb22		00
0xb23		00
0xb24		00
0xb25		00
0xb26		00
0xb27		00
0xb28		00
0xb29		00
0xb2a		00
0xb2b		00
0xb2c		00
0xb2d		00
0xb2e		00
0xb2f		00
0xb30		00
0xb31		00
0xb32		00
0xb33		00
0xb34		00
0xb35		00
0xb36		00
0xb37		00
0xb38		00
0xb39		00
0xb3a		00
0xb3b		00
0xb3c		00
0xb3d		00
0xb3e		00
0xb3f		00
0xb40		00
0xb41		00
0xb42		00
0xb43		00
0xb44		00
0xb45		00
0xb46		00
0xb47		00
0xb48		00
0xb49		00
0xb4a		00
0xb4b		00
0xb4c		00
0xb4d		00
0xb4e		00
0xb4f		00
0xb50		00
0xb51		00
0xb52		00
0xb53		00
0xb54		00
0xb55		00
0xb56		00
0xb57		00
0xb58		00
0xb59		00
0xb5a		00
0xb5b		00
0xb5c		00
0xb5d		00
0xb5e		00
0xb5f		00
0xb60		00
0xb61		00
0xb62		00
0xb63		00
0xb64		00
0xb65		00
0xb66		00
0xb67		00
0xb68		00
0xb69		00
0xb6a		00
0xb6b		00
0xb6c		00
0xb6d		00
0xb6e		00
0xb6f		00
0xb70		00
0xb71		00
0xb72		00
0xb73		00
0xb74		00
0xb75		00
0xb76		00
0xb77		00
0xb78		00
0xb79		00
0xb7a		00
0xb7b		00
0xb7c		00
0xb7d		00
0xb7e		00
0xb7f		00
0xb80		00
0xb81		00
0xb82		00
0xb83		00
0xb84		00
0xb85		00
0xb86		00
0xb87		00
0xb88		00
0xb89		00
0xb8a		00
0xb8b		00
0xb8c		00
0xb8d		00
0xb8e		00
0xb8f		00
0xb90		00
0xb91		00
0xb92		00
0xb93		00
0xb94		00
0xb95		00
0xb96		00
0xb97		00
0xb98		00
0xb99		00
0xb9a		00
0xb9b		00
0xb9c		00
0xb9d		00
0xb9e		00
0xb9f		00
0xba0		00
0xba1		00
0xba2		00
0xba3		00
0xba4		00
0xba5		00
0xba6		00
0xba7		00
0xba8		00
0xba9		00
0xbaa		00
0xbab		00
0xbac		00
0xbad		00
0xbae		00
0xbaf		00
0xbb0		00
0xbb1		00
0xbb2		00
0xbb3		00
0xbb4		00
0xbb5		00
0xbb6		00
0xbb7		00
0xbb8		00
0xbb9		00
0xbba		00
0xbbb		00
0xbbc		00
0xbbd		00
0xbbe		00
0xbbf		00
0xbc0		00
0xbc1		00
0xbc2		00
0xbc3		00
0xbc4		00
0xbc5		00
0xbc6		00
0xbc7		00
0xbc8		00
0xbc9		00
0xbca		00
0xbcb		00
0xbcc		00
0xbcd		00
0xbce		00
0xbcf		00
0xbd0		00
0xbd1		00
0xbd2		00
0xbd3		00
0xbd4		00
0xbd5		00
0xbd6		00
0xbd7		00
0xbd8		00
0xbd9		00
0xbda		00
0xbdb		00
0xbdc		00
0xbdd		00
0xbde		00
0xbdf		00
0xbe0		00
0xbe1		00
0xbe2		00
0xbe3		00
0xbe4		00
0xbe5		00
0xbe6		00
0xbe7		00
0xbe8		00
0xbe9		00
0xbea		00
0xbeb		00
0xbec		00
0xbed		00
0xbee		00
0xbef		00
0xbf0		00
0xbf1		00
0xbf2		00
0xbf3		00
0xbf4		00
0xbf5		00
0xbf6		00
0xbf7		00
0xbf8		00
0xbf9		00
0xbfa		00
0xbfb		00
0xbfc		00
0xbfd		00
0xbfe		00
0xbff		00
0xc00		00
0xc01		00
0xc02		00
0xc03		00
0xc04		00
0xc05		00
0xc06		00
0xc07		00
0xc08		00
0xc09		00
0xc0a		00
0xc0b		00
0xc0c		00
0xc0d		00
0xc0e		00
0xc0f		00
0xc10		00
0xc11		00
0xc12		00
0xc13		00
0xc14		00
0xc15		00
0xc16		00
0xc17		00
0xc18		00
0xc19		00
0xc1a		00
0xc1b		00
0xc1c		00
0xc1d		00
0xc1e		00
0xc1f		00
0xc20		00
0xc21		00
0xc22		00
0xc23		00
0xc24		00
0xc25		00
0xc26		00
0xc27		00
0xc28		00
0xc29		00
0xc2a		00
0xc2b		00
0xc2c		00
0xc2d		00
0xc2e		00
0xc2f		00
0xc30		00
0xc31		00
0xc32		00
0xc33		00
0xc34		00
0xc35		00
0xc36		00
0xc37		00
0xc38		00
0xc39		00
0xc3a		00
0xc3b		00
0xc3c		00
0xc3d		00
0xc3e		00
0xc3f		00
0xc40		00
0xc41		00
0xc42		00
0xc43		00
0xc44		00
0xc45		00
0xc46		00
0xc47		00
0xc48		00
0xc49		00
0xc4a		00
0xc4b		00
0xc4c		00
0xc4d		00
0xc4e		00
0xc4f		00
0xc50		00
0xc51		00
0xc52		00
0xc53		00
0xc54		00
0xc55		00
0xc56		00
0xc57		00
0xc58		00
0xc59		00
0xc5a		00
0xc5b		00
0xc5c		00
0xc5d		00
0xc5e		00
0xc5f		00
0xc60		00
0xc61		00
0xc62		00
0xc63		00
0xc64		00
0xc65		00
0xc66		00
0xc67		00
0xc68		00
0xc69		00
0xc6a		00
0xc6b		00
0xc6c		00
0xc6d		00
0xc6e		00
0xc6f		00
0xc70		00
0xc71		00
0xc72		00
0xc73		00
0xc74		00
0xc75		00
0xc76		00
0xc77		00
0xc78		00
0xc79		00
0xc7a		00
0xc7b		00
0xc7c		00
0xc7d		00
0xc7e		00
0xc7f		00
0xc80		00
0xc81		00
0xc82		00
0xc83		00
0xc84		00
0xc85		00
0xc86		00
0xc87		00
0xc88		00
0xc89		00
0xc8a		00
0xc8b		00
0xc8c		00
0xc8d		00
0xc8e		00
0xc8f		00
0xc90		00
0xc91		00
0xc92		00
0xc93		00
0xc94		00
0xc95		00
0xc96		00
0xc97		00
0xc98		00
0xc99		00
0xc9a		00
0xc9b		00
0xc9c		00
0xc9d		00
0xc9e		00
0xc9f		00
0xca0		00
0xca1		00
0xca2		00
0xca3		00
0xca4		00
0xca5		00
0xca6		00
0xca7		00
0xca8		00
0xca9		00
0xcaa		00
0xcab		00
0xcac		00
0xcad		00
0xcae		00
0xcaf		00
0xcb0		00
0xcb1		00
0xcb2		00
0xcb3		00
0xcb4		00
0xcb5		00
0xcb6		00
0xcb7		00
0xcb8		00
0xcb9		00
0xcba		00
0xcbb		00
0xcbc		00
0xcbd		00
0xcbe		00
0xcbf		00
0xcc0		00
0xcc1		00
0xcc2		00
0xcc3		00
0xcc4		00
0xcc5		00
0xcc6		00
0xcc7		00
0xcc8		00
0xcc9		00
0xcca		00
0xccb		00
0xccc		00
0xccd		00
0xcce		00
0xccf		00
0xcd0		00
0xcd1		00
0xcd2		00
0xcd3		00
0xcd4		00
0xcd5		00
0xcd6		00
0xcd7		00
0xcd8		00
0xcd9		00
0xcda		00
0xcdb		00
0xcdc		00
0xcdd		00
0xcde		00
0xcdf		00
0xce0		00
0xce1		00
0xce2		00
0xce3		00
0xce4		00
0xce5		00
0xce6		00
0xce7		00
0xce8		00
0xce9		00
0xcea		00
0xceb		00
0xcec		00
0xced		00
0xcee		00
0xcef		00
0xcf0		00
0xcf1		00
0xcf2		00
0xcf3		00
0xcf4		00
0xcf5		00
0xcf6		00
0xcf7		00
0xcf8		00
0xcf9		00
0xcfa		00
0xcfb		00
0xcfc		00
0xcfd		00
0xcfe		00
0xcff		00
0xd00		00
0xd01		00
0xd02		00
0xd03		00
0xd04		00
0xd05		00
0xd06		00
0xd07		00
0xd08		00
0xd09		00
0xd0a		00
0xd0b		00
0xd0c		00
0xd0d		00
0xd0e		00
0xd0f		00
0xd10		00
0xd11		00
0xd12		00
0xd13		00
0xd14		00
0xd15		00
0xd16		00
0xd17		00
0xd18		00
0xd19		00
0xd1a		00
0xd1b		00
0xd1c		00
0xd1d		00
0xd1e		00
0xd1f		00
0xd20		00
0xd21		00
0xd22		00
0xd23		00
0xd24		00
0xd25		00
0xd26		00
0xd27		00
0xd28		00
0xd29		00
0xd2a		00
0xd2b		00
0xd2c		00
0xd2d		00
0xd2e		00
0xd2f		00
0xd30		00
0xd31		00
0xd32		00
0xd33		00
0xd34		00
0xd35		00
0xd36		00
0xd37		00
0xd38		00
0xd39		00
0xd3a		00
0xd3b		00
0xd3c		00
0xd3d		00
0xd3e		00
0xd3f		00
0xd40		00
0xd41		00
0xd42		00
0xd43		00
0xd44		00
0xd45		00
0xd46		00
0xd47		00
0xd48		00
0xd49		00
0xd4a		00
0xd4b		00
0xd4c		00
0xd4d		00
0xd4e		00
0xd4f		00
0xd50		00
0xd51		00
0xd52		00
0xd53		00
0xd54		00
0xd55		00
0xd56		00
0xd57		00
0xd58		00
0xd59		00
0xd5a		00
0xd5b		00
0xd5c		00
0xd5d		00
0xd5e		00
0xd5f		00
0xd60		00
0xd61		00
0xd62		00
0xd63		00
0xd64		00
0xd65		00
0xd66		00
0xd67		00
0xd68		00
0xd69		00
0xd6a		00
0xd6b		00
0xd6c		00
0xd6d		00
0xd6e		00
0xd6f		00
0xd70		00
0xd71		00
0xd72		00
0xd73		00
0xd74		00
0xd75		00
0xd76		00
0xd77		00
0xd78		00
0xd79		00
0xd7a		00
0xd7b		00
0xd7c		00
0xd7d		00
0xd7e		00
0xd7f		00
0xd80		00
0xd81		00
0xd82		00
0xd83		00
0xd84		00
0xd85		00
0xd86		00
0xd87		00
0xd88		00
0xd89		00
0xd8a		00
0xd8b		00
0xd8c		00
0xd8d		00
0xd8e		00
0xd8f		00
0xd90		00
0xd91		00
0xd92		00
0xd93		00
0xd94		00
0xd95		00
0xd96		00
0xd97		00
0xd98		00
0xd99		00
0xd9a		00
0xd9b		00
0xd9c		00
0xd9d		00
0xd9e		00
0xd9f		00
0xda0		00
0xda1		00
0xda2		00
0xda3		00
0xda4		00
0xda5		00
0xda6		00
0xda7		00
0xda8		00
0xda9		00
0xdaa		00
0xdab		00
0xdac		00
0xdad		00
0xdae		00
0xdaf		00
0xdb0		00
0xdb1		00
0xdb2		00
0xdb3		00
0xdb4		00
0xdb5		00
0xdb6		00
0xdb7		00
0xdb8		00
0xdb9		00
0xdba		00
0xdbb		00
0xdbc		00
0xdbd		00
0xdbe		00
0xdbf		00
0xdc0		00
0xdc1		00
0xdc2		00
0xdc3		00
0xdc4		00
0xdc5		00
0xdc6		00
0xdc7		00
0xdc8		00
0xdc9		00
0xdca		00
0xdcb		00
0xdcc		00
0xdcd		00
0xdce		00
0xdcf		00
0xdd0		00
0xdd1		00
0xdd2		00
0xdd3		00
0xdd4		00
0xdd5		00
0xdd6		00
0xdd7		00
0xdd8		00
0xdd9		00
0xdda		00
0xddb		00
0xddc		00
0xddd		00
0xdde		00
0xddf		00
0xde0		00
0xde1		00
0xde2		00
0xde3		00
0xde4		00
0xde5		00
0xde6		00
0xde7		00
0xde8		00
0xde9		00
0xdea		00
0xdeb		00
0xdec		00
0xded		00
0xdee		00
0xdef		00
0xdf0		00
0xdf1		00
0xdf2		00
0xdf3		00
0xdf4		00
0xdf5		00
0xdf6		00
0xdf7		00
0xdf8		00
0xdf9		00
0xdfa		00
0xdfb		00
0xdfc		00
0xdfd		00
0xdfe		00
0xdff		00
0xe00		00
0xe01		00
0xe02		00
0xe03		00
0xe04		00
0xe05		00
0xe06		00
0xe07		00
0xe08		00
0xe09		00
0xe0a		00
0xe0b		00
0xe0c		00
0xe0d		00
0xe0e		00
0xe0f		00
0xe10		00
0xe11		00
0xe12		00
0xe13		00
0xe14		00
0xe15		00
0xe16		00
0xe17		00
0xe18		00
0xe19		00
0xe1a		00
0xe1b		00
0xe1c		00
0xe1d		00
0xe1e		00
0xe1f		00
0xe20		00
0xe21		00
0xe22		00
0xe23		00
0xe24		00
0xe25		00
0xe26		00
0xe27		00
0xe28		00
0xe29		00
0xe2a		00
0xe2b		00
0xe2c		00
0xe2d		00
0xe2e		00
0xe2f		00
0xe30		00
0xe31		00
0xe32		00
0xe33		00
0xe34		00
0xe35		00
0xe36		00
0xe37		00
0xe38		00
0xe39		00
0xe3a		00
0xe3b		00
0xe3c		00
0xe3d		00
0xe3e		00
0xe3f		00
0xe40		00
0xe41		00
0xe42		00
0xe43		00
0xe44		00
0xe45		00
0xe46		00
0xe47		00
0xe48		00
0xe49		00
0xe4a		00
0xe4b		00
0xe4c		00
0xe4d		00
0xe4e		00
0xe4f		00
0xe50		00
0xe51		00
0xe52		00
0xe53		00
0xe54		00
0xe55		00
0xe56		00
0xe57		00
0xe58		00
0xe59		00
0xe5a		00
0xe5b		00
0xe5c		00
0xe5d		00
0xe5e		00
0xe5f		00
0xe60		00
0xe61		00
0xe62		00
0xe63		00
0xe64		00
0xe65		00
0xe66		00
0xe67		00
0xe68		00
0xe69		00
0xe6a		00
0xe6b		00
0xe6c		00
0xe6d		00
0xe6e		00
0xe6f		00
0xe70		00
0xe71		00
0xe72		00
0xe73		00
0xe74		00
0xe75		00
0xe76		00
0xe77		00
0xe78		00
0xe79		00
0xe7a		00
0xe7b		00
0xe7c		00
0xe7d		00
0xe7e		00
0xe7f		00
0xe80		00
0xe81		00
0xe82		00
0xe83		00
0xe84		00
0xe85		00
0xe86		00
0xe87		00
0xe88		00
0xe89		00
0xe8a		00
0xe8b		00
0xe8c		00
0xe8d		00
0xe8e		00
0xe8f		00
0xe90		00
0xe91		00
0xe92		00
0xe93		00
0xe94		00
0xe95		00
0xe96		00
0xe97		00
0xe98		00
0xe99		00
0xe9a		00
0xe9b		00
0xe9c		00
0xe9d		00
0xe9e		00
0xe9f		00
0xea0		00
0xea1		00
0xea2		00
0xea3		00
0xea4		00
0xea5		00
0xea6		00
0xea7		00
0xea8		00
0xea9		00
0xeaa		00
0xeab		00
0xeac		00
0xead		00
0xeae		00
0xeaf		00
0xeb0		00
0xeb1		00
0xeb2		00
0xeb3		00
0xeb4		00
0xeb5		00
0xeb6		00
0xeb7		00
0xeb8		00
0xeb9		00
0xeba		00
0xebb		00
0xebc		00
0xebd		00
0xebe		00
0xebf		00
0xec0		00
0xec1		00
0xec2		00
0xec3		00
0xec4		00
0xec5		00
0xec6		00
0xec7		00
0xec8		00
0xec9		00
0xeca		00
0xecb		00
0xecc		00
0xecd		00
0xece		00
0xecf		00
0xed0		00
0xed1		00
0xed2		00
0xed3		00
0xed4		00
0xed5		00
0xed6		00
0xed7		00
0xed8		00
0xed9		00
0xeda		00
0xedb		00
0xedc		00
0xedd		00
0xede		00
0xedf		00
0xee0		00
0xee1		00
0xee2		00
0xee3		00
0xee4		00
0xee5		00
0xee6		00
0xee7		00
0xee8		00
0xee9		00
0xeea		00
0xeeb		00
0xeec		00
0xeed		00
0xeee		00
0xeef		00
0xef0		00
0xef1		00
0xef2		00
0xef3		00
0xef4		00
0xef5		00
0xef6		00
0xef7		00
0xef8		00
0xef9		00
0xefa		00
0xefb		00
0xefc		00
0xefd		00
0xefe		00
0xeff		00
0xf00		00
0xf01		00
0xf02		00
0xf03		00
0xf04		00
0xf05		00
0xf06		00
0xf07		00
0xf08		00
0xf09		00
0xf0a		00
0xf0b		00
0xf0c		00
0xf0d		00
0xf0e		00
0xf0f		00
0xf10		00
0xf11		00
0xf12		00
0xf13		00
0xf14		00
0xf15		00
0xf16		00
0xf17		00
0xf18		00
0xf19		00
0xf1a		00
0xf1b		00
0xf1c		00
0xf1d		00
0xf1e		00
0xf1f		00
0xf20		00
0xf21		00
0xf22		00
0xf23		00
0xf24		00
0xf25		00
0xf26		00
0xf27		00
0xf28		00
0xf29		00
0xf2a		00
0xf2b		00
0xf2c		00
0xf2d		00
0xf2e		00
0xf2f		00
0xf30		00
0xf31		00
0xf32		00
0xf33		00
0xf34		00
0xf35		00
0xf36		00
0xf37		00
0xf38		00
0xf39		00
0xf3a		00
0xf3b		00
0xf3c		00
0xf3d		00
0xf3e		00
0xf3f		00
0xf40		00
0xf41		00
0xf42		00
0xf43		00
0xf44		00
0xf45		00
0xf46		00
0xf47		00
0xf48		00
0xf49		00
0xf4a		00
0xf4b		00
0xf4c		00
0xf4d		00
0xf4e		00
0xf4f		00
0xf50		00
0xf51		00
0xf52		00
0xf53		00
0xf54		00
0xf55		00
0xf56		00
0xf57		00
0xf58		00
0xf59		00
0xf5a		00
0xf5b		00
0xf5c		00
0xf5d		00
0xf5e		00
0xf5f		00
0xf60		00
0xf61		00
0xf62		00
0xf63		00
0xf64		00
0xf65		00
0xf66		00
0xf67		00
0xf68		00
0xf69		00
0xf6a		00
0xf6b		00
